,Vehicle_id,Vehicle_Name,Category,Transmission,Base_Price,Price,Date_Pickup,Date_Dropoff
132,636492688,Cadillac XTS  ,Luxury,Automatic,204.05,211.43,2022-11-22,2022-11-23
121,644861493,Cadillac XTS  ,Luxury,Automatic,199.57,206.78,2022-11-22,2022-11-23
120,646151293,Cadillac XTS,Luxury,Automatic,198.46,205.63,2022-11-22,2022-11-23
124,636472613,Cadillac XTS  ,Luxury,Automatic,192.86,199.83,2022-11-22,2022-11-23
80,644841863,Cadillac XTS  ,Luxury,Automatic,188.3,195.11,2022-11-22,2022-11-23
81,735898091,Cadillac XTS  ,Luxury,Automatic,187.26,194.03,2022-11-22,2022-11-23
117,646141193,Cadillac XTS,Luxury,Automatic,187.26,194.03,2022-11-22,2022-11-23
64,636464758,Cadillac XTS  ,Luxury,Automatic,181.63,188.2,2022-11-22,2022-11-23
71,735895261,Cadillac XTS  ,Luxury,Automatic,176.05,182.41,2022-11-22,2022-11-23
13,673928006,Mercedes-Benz GLC,Luxury,Automatic,385.52,399.46,2022-11-23,2022-11-24
30,723428946,BMW 5 Series,Luxury,Automatic,353.99,366.79,2022-11-23,2022-11-24
22,673928006,Mercedes-Benz GLC,Luxury,Automatic,367.52,380.81,2022-11-24,2022-11-25
35,723428946,BMW 5 Series,Luxury,Automatic,337.49,349.69,2022-11-24,2022-11-25
191,673928006,Mercedes-Benz GLC,Luxury,Automatic,189.19,196.03,2022-11-25,2022-11-26
245,723428946,BMW 5 Series,Luxury,Automatic,174.02,180.31,2022-11-25,2022-11-26
242,644881573,Cadillac XTS  ,Luxury,Automatic,157.65,163.35,2022-11-25,2022-11-26
226,636479888,Cadillac XTS  ,Luxury,Automatic,151.17,156.63,2022-11-25,2022-11-26
229,646119413,Cadillac XTS,Luxury,Automatic,145.57,150.83,2022-11-25,2022-11-26
232,644901168,Cadillac XTS  ,Luxury,Automatic,140.75,145.84,2022-11-25,2022-11-26
213,636492688,Cadillac XTS  ,Luxury,Automatic,134.36,139.22,2022-11-25,2022-11-26
221,644861493,Cadillac XTS  ,Luxury,Automatic,129.47,134.15,2022-11-25,2022-11-26
185,658137488,Chrysler 300,Luxury,Automatic,129.06,133.73,2022-11-25,2022-11-26
222,646151293,Cadillac XTS,Luxury,Automatic,128.75,133.4,2022-11-25,2022-11-26
187,658190013,Chrysler 300,Luxury,Automatic,127.83,132.45,2022-11-25,2022-11-26
203,636472613,Cadillac XTS  ,Luxury,Automatic,123.16,127.61,2022-11-25,2022-11-26
161,644841863,Cadillac XTS  ,Luxury,Automatic,118.22,122.49,2022-11-25,2022-11-26
117,659534556,Chrysler 300,Luxury,Automatic,117.96,122.22,2022-11-25,2022-11-26
162,735898091,Cadillac XTS  ,Luxury,Automatic,117.56,121.81,2022-11-25,2022-11-26
216,646141193,Cadillac XTS,Luxury,Automatic,117.56,121.81,2022-11-25,2022-11-26
135,642896921,Chrysler 300  ,Luxury,Automatic,116.72,120.94,2022-11-25,2022-11-26
118,643095306,Buick LaCrosse  ,Luxury,Automatic,116.72,120.94,2022-11-25,2022-11-26
116,631553768,Lincoln Continental,Luxury,Automatic,116.4,120.61,2022-11-25,2022-11-26
206,658163273,Chrysler 300,Luxury,Automatic,115.48,119.65,2022-11-25,2022-11-26
130,636464758,Cadillac XTS  ,Luxury,Automatic,111.95,116.0,2022-11-25,2022-11-26
105,638446461,Chrysler 300  ,Luxury,Automatic,106.86,110.72,2022-11-25,2022-11-26
93,638489136,Chrysler 300  ,Luxury,Automatic,106.86,110.72,2022-11-25,2022-11-26
108,735895261,Cadillac XTS  ,Luxury,Automatic,106.35,110.19,2022-11-25,2022-11-26
95,585207183,Chrysler 300  ,Luxury,Automatic,104.39,108.16,2022-11-25,2022-11-26
87,631938698,Buick LaCrosse  ,Luxury,Automatic,104.39,108.16,2022-11-25,2022-11-26
277,673928006,Mercedes-Benz GLC,Luxury,Automatic,217.87,225.75,2022-11-26,2022-11-27
258,723428946,BMW 5 Series,Luxury,Automatic,200.32,207.56,2022-11-26,2022-11-27
176,644881573,Cadillac XTS  ,Luxury,Automatic,119.27,123.58,2022-11-26,2022-11-27
200,658137488,Chrysler 300,Luxury,Automatic,117.13,121.36,2022-11-26,2022-11-27
202,658190013,Chrysler 300,Luxury,Automatic,115.89,120.08,2022-11-26,2022-11-27
144,631553768,Lincoln Continental,Luxury,Automatic,113.97,118.09,2022-11-26,2022-11-27
159,659534556,Chrysler 300,Luxury,Automatic,113.56,117.67,2022-11-26,2022-11-27
172,636479888,Cadillac XTS  ,Luxury,Automatic,113.01,117.1,2022-11-26,2022-11-27
153,643095306,Buick LaCrosse  ,Luxury,Automatic,112.32,116.38,2022-11-26,2022-11-27
163,646119413,Cadillac XTS,Luxury,Automatic,107.4,111.28,2022-11-26,2022-11-27
140,642896921,Chrysler 300  ,Luxury,Automatic,104.8,108.59,2022-11-26,2022-11-27
197,658163273,Chrysler 300,Luxury,Automatic,103.56,107.3,2022-11-26,2022-11-27
135,638489136,Chrysler 300  ,Luxury,Automatic,102.45,106.15,2022-11-26,2022-11-27
156,644901168,Cadillac XTS  ,Luxury,Automatic,102.36,106.06,2022-11-26,2022-11-27
149,631938698,Buick LaCrosse  ,Luxury,Automatic,99.98,103.59,2022-11-26,2022-11-27
158,636492688,Cadillac XTS  ,Luxury,Automatic,96.21,99.69,2022-11-26,2022-11-27
115,638446461,Chrysler 300  ,Luxury,Automatic,94.93,98.36,2022-11-26,2022-11-27
91,585207183,Chrysler 300  ,Luxury,Automatic,92.47,95.81,2022-11-26,2022-11-27
124,644861493,Cadillac XTS  ,Luxury,Automatic,91.11,94.4,2022-11-26,2022-11-27
145,646151293,Cadillac XTS,Luxury,Automatic,90.6,93.88,2022-11-26,2022-11-27
146,636472613,Cadillac XTS  ,Luxury,Automatic,85.0,88.07,2022-11-26,2022-11-27
47,644841863,Cadillac XTS  ,Luxury,Automatic,79.83,82.72,2022-11-26,2022-11-27
62,735898091,Cadillac XTS  ,Luxury,Automatic,79.38,82.25,2022-11-26,2022-11-27
89,646141193,Cadillac XTS,Luxury,Automatic,79.38,82.25,2022-11-26,2022-11-27
63,636464758,Cadillac XTS  ,Luxury,Automatic,73.8,76.47,2022-11-26,2022-11-27
42,735895261,Cadillac XTS  ,Luxury,Automatic,68.19,70.66,2022-11-26,2022-11-27
322,673928006,Mercedes-Benz GLC,Luxury,Automatic,217.87,225.75,2022-11-27,2022-11-28
326,723428946,BMW 5 Series,Luxury,Automatic,200.32,207.56,2022-11-27,2022-11-28
197,644881573,Cadillac XTS  ,Luxury,Automatic,119.27,123.58,2022-11-27,2022-11-28
240,658137488,Chrysler 300,Luxury,Automatic,117.13,121.36,2022-11-27,2022-11-28
242,658190013,Chrysler 300,Luxury,Automatic,115.89,120.08,2022-11-27,2022-11-28
186,631553768,Lincoln Continental,Luxury,Automatic,113.97,118.09,2022-11-27,2022-11-28
183,636479888,Cadillac XTS  ,Luxury,Automatic,113.01,117.1,2022-11-27,2022-11-28
168,646119413,Cadillac XTS,Luxury,Automatic,107.4,111.28,2022-11-27,2022-11-28
187,659534556,Chrysler 300,Luxury,Automatic,106.03,109.86,2022-11-27,2022-11-28
181,643095306,Buick LaCrosse  ,Luxury,Automatic,104.8,108.59,2022-11-27,2022-11-28
178,642896921,Chrysler 300  ,Luxury,Automatic,104.8,108.59,2022-11-27,2022-11-28
208,658163273,Chrysler 300,Luxury,Automatic,103.56,107.3,2022-11-27,2022-11-28
159,644901168,Cadillac XTS  ,Luxury,Automatic,102.36,106.06,2022-11-27,2022-11-28
172,636492688,Cadillac XTS  ,Luxury,Automatic,96.21,99.69,2022-11-27,2022-11-28
126,638446461,Chrysler 300  ,Luxury,Automatic,94.93,98.36,2022-11-27,2022-11-28
152,638489136,Chrysler 300  ,Luxury,Automatic,94.93,98.36,2022-11-27,2022-11-28
135,631938698,Buick LaCrosse  ,Luxury,Automatic,92.47,95.81,2022-11-27,2022-11-28
130,585207183,Chrysler 300  ,Luxury,Automatic,92.47,95.81,2022-11-27,2022-11-28
129,644861493,Cadillac XTS  ,Luxury,Automatic,91.11,94.4,2022-11-27,2022-11-28
166,646151293,Cadillac XTS,Luxury,Automatic,90.6,93.88,2022-11-27,2022-11-28
161,636472613,Cadillac XTS  ,Luxury,Automatic,85.0,88.07,2022-11-27,2022-11-28
52,644841863,Cadillac XTS  ,Luxury,Automatic,79.83,82.72,2022-11-27,2022-11-28
55,735898091,Cadillac XTS  ,Luxury,Automatic,79.38,82.25,2022-11-27,2022-11-28
86,646141193,Cadillac XTS,Luxury,Automatic,79.38,82.25,2022-11-27,2022-11-28
57,636464758,Cadillac XTS  ,Luxury,Automatic,73.8,76.47,2022-11-27,2022-11-28
42,735895261,Cadillac XTS  ,Luxury,Automatic,68.19,70.66,2022-11-27,2022-11-28
337,673928006,Mercedes-Benz GLC,Luxury,Automatic,217.87,225.75,2022-11-28,2022-11-29
335,723428946,BMW 5 Series,Luxury,Automatic,200.32,207.56,2022-11-28,2022-11-29
308,644881573,Cadillac XTS  ,Luxury,Automatic,119.27,123.58,2022-11-28,2022-11-29
250,636479888,Cadillac XTS  ,Luxury,Automatic,113.01,117.1,2022-11-28,2022-11-29
246,646119413,Cadillac XTS,Luxury,Automatic,107.4,111.28,2022-11-28,2022-11-29
192,644901168,Cadillac XTS  ,Luxury,Automatic,102.36,106.06,2022-11-28,2022-11-29
185,636492688,Cadillac XTS  ,Luxury,Automatic,96.21,99.69,2022-11-28,2022-11-29
190,644861493,Cadillac XTS  ,Luxury,Automatic,91.11,94.4,2022-11-28,2022-11-29
186,646151293,Cadillac XTS,Luxury,Automatic,90.6,93.88,2022-11-28,2022-11-29
197,658137488,Chrysler 300,Luxury,Automatic,86.34,89.46,2022-11-28,2022-11-29
199,658190013,Chrysler 300,Luxury,Automatic,85.1,88.18,2022-11-28,2022-11-29
171,636472613,Cadillac XTS  ,Luxury,Automatic,85.0,88.07,2022-11-28,2022-11-29
80,644841863,Cadillac XTS  ,Luxury,Automatic,79.83,82.72,2022-11-28,2022-11-29
70,735898091,Cadillac XTS  ,Luxury,Automatic,79.38,82.25,2022-11-28,2022-11-29
108,646141193,Cadillac XTS,Luxury,Automatic,79.38,82.25,2022-11-28,2022-11-29
71,631553768,Lincoln Continental,Luxury,Automatic,77.06,79.85,2022-11-28,2022-11-29
63,659534556,Chrysler 300,Luxury,Automatic,75.24,77.96,2022-11-28,2022-11-29
77,642896921,Chrysler 300  ,Luxury,Automatic,74.01,76.69,2022-11-28,2022-11-29
59,643095306,Buick LaCrosse  ,Luxury,Automatic,74.01,76.69,2022-11-28,2022-11-29
69,636464758,Cadillac XTS  ,Luxury,Automatic,73.8,76.47,2022-11-28,2022-11-29
133,658163273,Chrysler 300,Luxury,Automatic,72.77,75.4,2022-11-28,2022-11-29
39,735895261,Cadillac XTS  ,Luxury,Automatic,68.19,70.66,2022-11-28,2022-11-29
33,638446461,Chrysler 300  ,Luxury,Automatic,64.14,66.46,2022-11-28,2022-11-29
16,638489136,Chrysler 300  ,Luxury,Automatic,64.14,66.46,2022-11-28,2022-11-29
7,585207183,Chrysler 300  ,Luxury,Automatic,61.68,63.91,2022-11-28,2022-11-29
5,631938698,Buick LaCrosse  ,Luxury,Automatic,61.68,63.91,2022-11-28,2022-11-29
337,673928006,Mercedes-Benz GLC,Luxury,Automatic,217.87,225.75,2022-11-29,2022-11-30
335,723428946,BMW 5 Series,Luxury,Automatic,200.32,207.56,2022-11-29,2022-11-30
308,644881573,Cadillac XTS  ,Luxury,Automatic,119.27,123.58,2022-11-29,2022-11-30
250,636479888,Cadillac XTS  ,Luxury,Automatic,113.01,117.1,2022-11-29,2022-11-30
246,646119413,Cadillac XTS,Luxury,Automatic,107.4,111.28,2022-11-29,2022-11-30
192,644901168,Cadillac XTS  ,Luxury,Automatic,102.36,106.06,2022-11-29,2022-11-30
185,636492688,Cadillac XTS  ,Luxury,Automatic,96.21,99.69,2022-11-29,2022-11-30
190,644861493,Cadillac XTS  ,Luxury,Automatic,91.11,94.4,2022-11-29,2022-11-30
186,646151293,Cadillac XTS,Luxury,Automatic,90.6,93.88,2022-11-29,2022-11-30
197,658137488,Chrysler 300,Luxury,Automatic,86.34,89.46,2022-11-29,2022-11-30
199,658190013,Chrysler 300,Luxury,Automatic,85.1,88.18,2022-11-29,2022-11-30
172,636472613,Cadillac XTS  ,Luxury,Automatic,85.0,88.07,2022-11-29,2022-11-30
81,644841863,Cadillac XTS  ,Luxury,Automatic,79.83,82.72,2022-11-29,2022-11-30
69,735898091,Cadillac XTS  ,Luxury,Automatic,79.38,82.25,2022-11-29,2022-11-30
110,646141193,Cadillac XTS,Luxury,Automatic,79.38,82.25,2022-11-29,2022-11-30
67,631553768,Lincoln Continental,Luxury,Automatic,78.55,81.39,2022-11-29,2022-11-30
61,659534556,Chrysler 300,Luxury,Automatic,75.24,77.96,2022-11-29,2022-11-30
57,643095306,Buick LaCrosse  ,Luxury,Automatic,74.01,76.69,2022-11-29,2022-11-30
77,642896921,Chrysler 300  ,Luxury,Automatic,74.01,76.69,2022-11-29,2022-11-30
68,636464758,Cadillac XTS  ,Luxury,Automatic,73.8,76.47,2022-11-29,2022-11-30
132,658163273,Chrysler 300,Luxury,Automatic,72.77,75.4,2022-11-29,2022-11-30
41,735895261,Cadillac XTS  ,Luxury,Automatic,68.19,70.66,2022-11-29,2022-11-30
16,638489136,Chrysler 300  ,Luxury,Automatic,64.14,66.46,2022-11-29,2022-11-30
34,638446461,Chrysler 300  ,Luxury,Automatic,64.14,66.46,2022-11-29,2022-11-30
6,631938698,Buick LaCrosse  ,Luxury,Automatic,61.68,63.91,2022-11-29,2022-11-30
7,585207183,Chrysler 300  ,Luxury,Automatic,61.68,63.91,2022-11-29,2022-11-30
337,673928006,Mercedes-Benz GLC,Luxury,Automatic,217.87,225.75,2022-11-30,2022-12-01
335,723428946,BMW 5 Series,Luxury,Automatic,200.32,207.56,2022-11-30,2022-12-01
260,644881573,Cadillac XTS  ,Luxury,Automatic,119.27,123.58,2022-11-30,2022-12-01
257,658137488,Chrysler 300,Luxury,Automatic,118.71,123.0,2022-11-30,2022-12-01
259,658190013,Chrysler 300,Luxury,Automatic,117.47,121.72,2022-11-30,2022-12-01
220,636479888,Cadillac XTS  ,Luxury,Automatic,113.01,117.1,2022-11-30,2022-12-01
218,659534556,Chrysler 300,Luxury,Automatic,107.6,111.49,2022-11-30,2022-12-01
214,646119413,Cadillac XTS,Luxury,Automatic,107.4,111.28,2022-11-30,2022-12-01
174,642896921,Chrysler 300  ,Luxury,Automatic,106.38,110.23,2022-11-30,2022-12-01
197,643095306,Buick LaCrosse  ,Luxury,Automatic,106.38,110.23,2022-11-30,2022-12-01
228,658163273,Chrysler 300,Luxury,Automatic,105.14,108.94,2022-11-30,2022-12-01
171,644901168,Cadillac XTS  ,Luxury,Automatic,102.36,106.06,2022-11-30,2022-12-01
112,638446461,Chrysler 300  ,Luxury,Automatic,96.51,100.0,2022-11-30,2022-12-01
167,638489136,Chrysler 300  ,Luxury,Automatic,96.51,100.0,2022-11-30,2022-12-01
103,631553768,Lincoln Continental,Luxury,Automatic,96.34,99.82,2022-11-30,2022-12-01
185,636492688,Cadillac XTS  ,Luxury,Automatic,96.21,99.69,2022-11-30,2022-12-01
146,631938698,Buick LaCrosse  ,Luxury,Automatic,94.04,97.44,2022-11-30,2022-12-01
117,585207183,Chrysler 300  ,Luxury,Automatic,94.04,97.44,2022-11-30,2022-12-01
182,644861493,Cadillac XTS  ,Luxury,Automatic,91.11,94.4,2022-11-30,2022-12-01
172,646151293,Cadillac XTS,Luxury,Automatic,90.6,93.88,2022-11-30,2022-12-01
166,636472613,Cadillac XTS  ,Luxury,Automatic,85.0,88.07,2022-11-30,2022-12-01
47,644841863,Cadillac XTS  ,Luxury,Automatic,79.83,82.72,2022-11-30,2022-12-01
87,646141193,Cadillac XTS,Luxury,Automatic,79.38,82.25,2022-11-30,2022-12-01
58,735898091,Cadillac XTS  ,Luxury,Automatic,79.38,82.25,2022-11-30,2022-12-01
55,636464758,Cadillac XTS  ,Luxury,Automatic,73.8,76.47,2022-11-30,2022-12-01
43,735895261,Cadillac XTS  ,Luxury,Automatic,68.19,70.66,2022-11-30,2022-12-01
325,673928006,Mercedes-Benz GLC,Luxury,Automatic,228.4,236.66,2022-12-01,2022-12-02
320,723428946,BMW 5 Series,Luxury,Automatic,209.97,217.56,2022-12-01,2022-12-02
216,644881573,Cadillac XTS  ,Luxury,Automatic,119.27,123.58,2022-12-01,2022-12-02
238,658137488,Chrysler 300,Luxury,Automatic,114.46,118.6,2022-12-01,2022-12-02
240,658190013,Chrysler 300,Luxury,Automatic,113.22,117.31,2022-12-01,2022-12-02
203,636479888,Cadillac XTS  ,Luxury,Automatic,113.01,117.1,2022-12-01,2022-12-02
176,646119413,Cadillac XTS,Luxury,Automatic,107.4,111.28,2022-12-01,2022-12-02
179,659534556,Chrysler 300,Luxury,Automatic,103.35,107.09,2022-12-01,2022-12-02
164,644901168,Cadillac XTS  ,Luxury,Automatic,102.36,106.06,2022-12-01,2022-12-02
151,642896921,Chrysler 300  ,Luxury,Automatic,102.12,105.81,2022-12-01,2022-12-02
174,643095306,Buick LaCrosse  ,Luxury,Automatic,102.12,105.81,2022-12-01,2022-12-02
220,658163273,Chrysler 300,Luxury,Automatic,100.88,104.53,2022-12-01,2022-12-02
125,631553768,Lincoln Continental,Luxury,Automatic,98.09,101.64,2022-12-01,2022-12-02
211,636492688,Cadillac XTS  ,Luxury,Automatic,96.21,99.69,2022-12-01,2022-12-02
168,638446461,Chrysler 300  ,Luxury,Automatic,92.26,95.6,2022-12-01,2022-12-02
182,638489136,Chrysler 300  ,Luxury,Automatic,92.26,95.6,2022-12-01,2022-12-02
148,644861493,Cadillac XTS  ,Luxury,Automatic,91.11,94.4,2022-12-01,2022-12-02
162,646151293,Cadillac XTS,Luxury,Automatic,90.6,93.88,2022-12-01,2022-12-02
146,585207183,Chrysler 300  ,Luxury,Automatic,89.79,93.04,2022-12-01,2022-12-02
119,631938698,Buick LaCrosse  ,Luxury,Automatic,89.79,93.04,2022-12-01,2022-12-02
157,636472613,Cadillac XTS  ,Luxury,Automatic,85.0,88.07,2022-12-01,2022-12-02
49,644841863,Cadillac XTS  ,Luxury,Automatic,79.83,82.72,2022-12-01,2022-12-02
86,646141193,Cadillac XTS,Luxury,Automatic,79.38,82.25,2022-12-01,2022-12-02
56,735898091,Cadillac XTS  ,Luxury,Automatic,79.38,82.25,2022-12-01,2022-12-02
58,636464758,Cadillac XTS  ,Luxury,Automatic,73.8,76.47,2022-12-01,2022-12-02
41,735895261,Cadillac XTS  ,Luxury,Automatic,68.19,70.66,2022-12-01,2022-12-02
323,673928006,Mercedes-Benz GLC,Luxury,Automatic,239.47,248.13,2022-12-02,2022-12-03
322,723428946,BMW 5 Series,Luxury,Automatic,220.12,228.08,2022-12-02,2022-12-03
219,644881573,Cadillac XTS  ,Luxury,Automatic,119.27,123.58,2022-12-02,2022-12-03
213,636479888,Cadillac XTS  ,Luxury,Automatic,113.01,117.1,2022-12-02,2022-12-03
224,658137488,Chrysler 300,Luxury,Automatic,107.48,111.37,2022-12-02,2022-12-03
187,646119413,Cadillac XTS,Luxury,Automatic,107.4,111.28,2022-12-02,2022-12-03
226,658190013,Chrysler 300,Luxury,Automatic,106.25,110.09,2022-12-02,2022-12-03
165,644901168,Cadillac XTS  ,Luxury,Automatic,102.36,106.06,2022-12-02,2022-12-03
200,659534556,Chrysler 300,Luxury,Automatic,96.38,99.86,2022-12-02,2022-12-03
206,636492688,Cadillac XTS  ,Luxury,Automatic,96.21,99.69,2022-12-02,2022-12-03
171,642896921,Chrysler 300  ,Luxury,Automatic,95.15,98.59,2022-12-02,2022-12-03
201,643095306,Buick LaCrosse  ,Luxury,Automatic,95.15,98.59,2022-12-02,2022-12-03
246,658163273,Chrysler 300,Luxury,Automatic,93.91,97.3,2022-12-02,2022-12-03
136,631553768,Lincoln Continental,Luxury,Automatic,92.69,96.04,2022-12-02,2022-12-03
151,644861493,Cadillac XTS  ,Luxury,Automatic,91.11,94.4,2022-12-02,2022-12-03
186,646151293,Cadillac XTS,Luxury,Automatic,90.6,93.88,2022-12-02,2022-12-03
132,638446461,Chrysler 300  ,Luxury,Automatic,85.28,88.36,2022-12-02,2022-12-03
78,638489136,Chrysler 300  ,Luxury,Automatic,85.28,88.36,2022-12-02,2022-12-03
160,636472613,Cadillac XTS  ,Luxury,Automatic,85.0,88.07,2022-12-02,2022-12-03
126,585207183,Chrysler 300  ,Luxury,Automatic,82.82,85.81,2022-12-02,2022-12-03
71,631938698,Buick LaCrosse  ,Luxury,Automatic,82.82,85.81,2022-12-02,2022-12-03
49,644841863,Cadillac XTS  ,Luxury,Automatic,79.83,82.72,2022-12-02,2022-12-03
93,646141193,Cadillac XTS,Luxury,Automatic,79.38,82.25,2022-12-02,2022-12-03
57,735898091,Cadillac XTS  ,Luxury,Automatic,79.38,82.25,2022-12-02,2022-12-03
56,636464758,Cadillac XTS  ,Luxury,Automatic,73.8,76.47,2022-12-02,2022-12-03
40,735895261,Cadillac XTS  ,Luxury,Automatic,68.19,70.66,2022-12-02,2022-12-03
323,673928006,Mercedes-Benz GLC,Luxury,Automatic,239.47,248.13,2022-12-03,2022-12-04
322,723428946,BMW 5 Series,Luxury,Automatic,220.12,228.08,2022-12-03,2022-12-04
249,644881573,Cadillac XTS  ,Luxury,Automatic,119.27,123.58,2022-12-03,2022-12-04
179,636479888,Cadillac XTS  ,Luxury,Automatic,113.01,117.1,2022-12-03,2022-12-04
241,658137488,Chrysler 300,Luxury,Automatic,107.89,111.79,2022-12-03,2022-12-04
196,646119413,Cadillac XTS,Luxury,Automatic,107.4,111.28,2022-12-03,2022-12-04
244,658190013,Chrysler 300,Luxury,Automatic,106.66,110.52,2022-12-03,2022-12-04
164,644901168,Cadillac XTS  ,Luxury,Automatic,102.36,106.06,2022-12-03,2022-12-04
166,659534556,Chrysler 300,Luxury,Automatic,96.79,100.29,2022-12-03,2022-12-04
206,636492688,Cadillac XTS  ,Luxury,Automatic,96.21,99.69,2022-12-03,2022-12-04
194,643095306,Buick LaCrosse  ,Luxury,Automatic,95.56,99.01,2022-12-03,2022-12-04
140,642896921,Chrysler 300  ,Luxury,Automatic,95.56,99.01,2022-12-03,2022-12-04
130,631553768,Lincoln Continental,Luxury,Automatic,95.1,98.54,2022-12-03,2022-12-04
229,658163273,Chrysler 300,Luxury,Automatic,94.32,97.73,2022-12-03,2022-12-04
157,644861493,Cadillac XTS  ,Luxury,Automatic,91.11,94.4,2022-12-03,2022-12-04
191,646151293,Cadillac XTS,Luxury,Automatic,90.6,93.88,2022-12-03,2022-12-04
74,638489136,Chrysler 300  ,Luxury,Automatic,85.68,88.78,2022-12-03,2022-12-04
107,638446461,Chrysler 300  ,Luxury,Automatic,85.68,88.78,2022-12-03,2022-12-04
159,636472613,Cadillac XTS  ,Luxury,Automatic,85.0,88.07,2022-12-03,2022-12-04
68,631938698,Buick LaCrosse  ,Luxury,Automatic,83.22,86.23,2022-12-03,2022-12-04
97,585207183,Chrysler 300  ,Luxury,Automatic,83.22,86.23,2022-12-03,2022-12-04
49,644841863,Cadillac XTS  ,Luxury,Automatic,79.83,82.72,2022-12-03,2022-12-04
90,646141193,Cadillac XTS,Luxury,Automatic,79.38,82.25,2022-12-03,2022-12-04
59,735898091,Cadillac XTS  ,Luxury,Automatic,79.38,82.25,2022-12-03,2022-12-04
